security_code,security_name,financing_balance,financing_buy,financing_repayment,trade_date,market,source_id,theme_id,theme_name
300174,元力股份,593425328,20823353,,2026-07-29,SZSE,margin_detail,,
300177,中海达,339751017,4569000,,2026-07-29,SZSE,margin_detail,,
300179,四方达,923117231,73989166,,2026-07-29,SZSE,margin_detail,,
300180,华峰超纤,487588846,9625966,,2026-07-29,SZSE,margin_detail,,
300181,佐力药业,588382379,14731047,,2026-07-29,SZSE,margin_detail,,
300182,捷成股份,1217037676,15300686,,2026-07-29,SZSE,margin_detail,,
300183,东软载波,200727217,2767886,,2026-07-29,SZSE,margin_detail,,
300184,力源信息,1215302763,63874033,,2026-07-29,SZSE,margin_detail,,
300185,通裕重工,417138138,13044273,,2026-07-29,SZSE,margin_detail,,
300188,国投智能,383151682,11693848,,2026-07-29,SZSE,margin_detail,,
300189,神农种业,182879115,17480363,,2026-07-29,SZSE,margin_detail,,
300191,潜能恒信,388242483,67364414,,2026-07-29,SZSE,margin_detail,,
300194,福安药业,327411386,5464497,,2026-07-29,SZSE,margin_detail,,
300197,节能铁汉,162355750,15648034,,2026-07-29,SZSE,margin_detail,,
300199,翰宇药业,1514068376,58445242,,2026-07-29,SZSE,margin_detail,,
300201,海伦哲,201968494,31821282,,2026-07-29,SZSE,margin_detail,,
300203,聚光科技,356997733,7591511,,2026-07-29,SZSE,margin_detail,,
300204,舒泰神,305489130,31209181,,2026-07-29,SZSE,margin_detail,,
300207,欣旺达,1764022412,98257253,,2026-07-29,SZSE,margin_detail,,
300217,东方电热,424214935,8025165,,2026-07-29,SZSE,margin_detail,,
300219,鸿利智汇,256277902,14744187,,2026-07-29,SZSE,margin_detail,,
300222,科大智能,447527802,19311014,,2026-07-29,SZSE,margin_detail,,
300223,北京君正,2978020846,476129232,,2026-07-29,SZSE,margin_detail,,
300224,正海磁材,494378407,6214818,,2026-07-29,SZSE,margin_detail,,
300226,上海钢联,498492862,8120241,,2026-07-29,SZSE,margin_detail,,
300229,拓尔思,1037533643,13015424,,2026-07-29,SZSE,margin_detail,,
300232,洲明科技,490610551,13996495,,2026-07-29,SZSE,margin_detail,,
300233,金城医药,312257308,6986777,,2026-07-29,SZSE,margin_detail,,
300236,上海新阳,1241346703,69110888,,2026-07-29,SZSE,margin_detail,,
300244,迪安诊断,719864597,25442664,,2026-07-29,SZSE,margin_detail,,
300249,依米康,367313978,10452495,,2026-07-29,SZSE,margin_detail,,
300251,光线传媒,1272874113,27476767,,2026-07-29,SZSE,margin_detail,,
300253,卫宁健康,1037715112,18124514,,2026-07-29,SZSE,margin_detail,,
300255,常山药业,1318926814,53560458,,2026-07-29,SZSE,margin_detail,,
300257,开山股份,787249061,10620300,,2026-07-29,SZSE,margin_detail,,
300258,精锻科技,356790078,6420691,,2026-07-29,SZSE,margin_detail,,
300260,新莱应材,762147563,331688547,,2026-07-29,SZSE,margin_detail,,
300261,雅本化学,179685442,24732777,,2026-07-29,SZSE,margin_detail,,
300263,隆华科技,754712859,39874437,,2026-07-29,SZSE,margin_detail,,
300265,通光线缆,254411601,23017505,,2026-07-29,SZSE,margin_detail,,
300266,兴源环境,175049128,3326563,,2026-07-29,SZSE,margin_detail,,
300267,尔康制药,344602384,8750158,,2026-07-29,SZSE,margin_detail,,
300271,华宇软件,338937158,12873377,,2026-07-29,SZSE,margin_detail,,
300274,阳光电源,8515530839,407045208,,2026-07-29,SZSE,margin_detail,,
300276,三丰智能,267227665,7118638,,2026-07-29,SZSE,margin_detail,,
300278,华昌达,258710246,7055390,,2026-07-29,SZSE,margin_detail,,
300284,苏交科,281297219,4507700,,2026-07-29,SZSE,margin_detail,,
300285,国瓷材料,3236058291,626095759,,2026-07-29,SZSE,margin_detail,,
300287,飞利信,253910751,6291100,,2026-07-29,SZSE,margin_detail,,
300294,博雅生物,466476782,6634447,,2026-07-29,SZSE,margin_detail,,
300296,利亚德,1065221806,17078753,,2026-07-29,SZSE,margin_detail,,
300298,三诺生物,241192370,7926404,,2026-07-29,SZSE,margin_detail,,
300299,富春股份,240299885,12386735,,2026-07-29,SZSE,margin_detail,,
300300,海峡创新,125163695,16909307,,2026-07-29,SZSE,margin_detail,,
300302,同有科技,860371505,51076906,,2026-07-29,SZSE,margin_detail,,
300303,聚飞光电,1131711521,42432609,,2026-07-29,SZSE,margin_detail,,
300308,中际旭创,36500634164,5935939900,,2026-07-29,SZSE,margin_detail,,
300310,宜通世纪,242641134,5644181,,2026-07-29,SZSE,margin_detail,,
300315,掌趣科技,973637304,15387687,,2026-07-29,SZSE,margin_detail,,
300316,晶盛机电,1328163243,35797784,,2026-07-29,SZSE,margin_detail,,
300319,麦捷科技,952386532,93870920,,2026-07-29,SZSE,margin_detail,,
300320,海达股份,311079975,2768240,,2026-07-29,SZSE,margin_detail,,
300322,硕贝德,621177664,18352014,,2026-07-29,SZSE,margin_detail,,
300323,华灿光电,1397889573,55196010,,2026-07-29,SZSE,margin_detail,,
300324,旋极信息,446582459,8275240,,2026-07-29,SZSE,margin_detail,,
300327,中颖电子,438097288,18752861,,2026-07-29,SZSE,margin_detail,,
300328,宜安科技,643583845,39973542,,2026-07-29,SZSE,margin_detail,,
300331,苏大维格,740444718,81389924,,2026-07-29,SZSE,margin_detail,,
300332,天壕能源,194704118,7086773,,2026-07-29,SZSE,margin_detail,,
300333,兆日科技,155034540,5453781,,2026-07-29,SZSE,margin_detail,,
300337,银邦股份,455850952,9833500,,2026-07-29,SZSE,margin_detail,,
300339,润和软件,2077242166,39018761,,2026-07-29,SZSE,margin_detail,,
300342,天银机电,1091705242,19527732,,2026-07-29,SZSE,margin_detail,,
300346,南大光电,2564501720,412356079,,2026-07-29,SZSE,margin_detail,,
300347,泰格医药,791392354,71034514,,2026-07-29,SZSE,margin_detail,,
300348,长亮科技,489105318,13673671,,2026-07-29,SZSE,margin_detail,,
300349,金卡智能,363820365,3390691,,2026-07-29,SZSE,margin_detail,,
300351,永贵电器,335996253,10846102,,2026-07-29,SZSE,margin_detail,,
300353,东土科技,1044533039,11882147,,2026-07-29,SZSE,margin_detail,,
300355,蒙草生态,374191149,6594277,,2026-07-29,SZSE,margin_detail,,
300357,我武生物,501955944,15078929,,2026-07-29,SZSE,margin_detail,,
300358,楚天科技,307510245,35525464,,2026-07-29,SZSE,margin_detail,,
300360,炬华科技,308073287,2804006,,2026-07-29,SZSE,margin_detail,,
300363,博腾股份,379198330,24347763,,2026-07-29,SZSE,margin_detail,,
300364,中文在线,908032348,93566759,,2026-07-29,SZSE,margin_detail,,
300369,绿盟科技,278797815,54730580,,2026-07-29,SZSE,margin_detail,,
300373,扬杰科技,1550798930,177626734,,2026-07-29,SZSE,margin_detail,,
300377,赢时胜,743183480,22002536,,2026-07-29,SZSE,margin_detail,,
300378,鼎捷数智,608421015,11395263,,2026-07-29,SZSE,margin_detail,,
300382,斯莱克,571798189,28726487,,2026-07-29,SZSE,margin_detail,,
300383,光环新网,1421231088,52660801,,2026-07-29,SZSE,margin_detail,,
300390,天华新能,2237956192,164214331,,2026-07-29,SZSE,margin_detail,,
300393,中来股份,542661760,3732917,,2026-07-29,SZSE,margin_detail,,
300394,天孚通信,7513696896,488734110,,2026-07-29,SZSE,margin_detail,,
300395,菲利华,2976481315,100353799,,2026-07-29,SZSE,margin_detail,,
300397,天和防务,290101744,15016506,,2026-07-29,SZSE,margin_detail,,
300398,飞凯材料,1585623797,139384246,,2026-07-29,SZSE,margin_detail,,
300401,花园生物,410813168,33458231,,2026-07-29,SZSE,margin_detail,,
300403,汉宇集团,375214437,6187007,,2026-07-29,SZSE,margin_detail,,
300406,九强生物,187937456,2555222,,2026-07-29,SZSE,margin_detail,,
300408,三环集团,3627452820,572166869,,2026-07-29,SZSE,margin_detail,,
300409,道氏技术,985723812,31002292,,2026-07-29,SZSE,margin_detail,,
300413,芒果超媒,783022433,14085386,,2026-07-29,SZSE,margin_detail,,
300414,中光防雷,136953299,26103801,,2026-07-29,SZSE,margin_detail,,
300415,伊之密,362447439,5119522,,2026-07-29,SZSE,margin_detail,,
300416,苏试试验,527385624,23371185,,2026-07-29,SZSE,margin_detail,,
300418,昆仑万维,3483585240,150706408,,2026-07-29,SZSE,margin_detail,,
300428,立中集团,320985550,8775572,,2026-07-29,SZSE,margin_detail,,
300429,强力新材,350489000,35382001,,2026-07-29,SZSE,margin_detail,,
300432,富临精工,501154676,17803322,,2026-07-29,SZSE,margin_detail,,
300433,蓝思科技,6870773650,377429173,,2026-07-29,SZSE,margin_detail,,
300436,广生堂,461672447,48413382,,2026-07-29,SZSE,margin_detail,,
300437,清水源,65573130,4043467,,2026-07-29,SZSE,margin_detail,,
300438,鹏辉能源,792050665,80230560,,2026-07-29,SZSE,margin_detail,,
300442,润泽科技,3525104507,98037125,,2026-07-29,SZSE,margin_detail,,
300443,金雷股份,339277508,8219918,,2026-07-29,SZSE,margin_detail,,
300450,先导智能,2993849397,105185382,,2026-07-29,SZSE,margin_detail,,
300451,创业慧康,480638429,7581114,,2026-07-29,SZSE,margin_detail,,
300454,深信服,1461424822,115993983,,2026-07-29,SZSE,margin_detail,,
300455,航天智装,478001488,4339500,,2026-07-29,SZSE,margin_detail,,
300456,赛微电子,1746454450,61799283,,2026-07-29,SZSE,margin_detail,,
300457,赢合科技,915623317,18525544,,2026-07-29,SZSE,margin_detail,,
300458,全志科技,1609094706,273304571,,2026-07-29,SZSE,margin_detail,,
300459,汤姆猫,598322741,33229226,,2026-07-29,SZSE,margin_detail,,
300463,迈克生物,241711378,2810397,,2026-07-29,SZSE,margin_detail,,
300468,四方精创,871193482,42295253,,2026-07-29,SZSE,margin_detail,,
300469,信息发展,1236747966,29937118,,2026-07-29,SZSE,margin_detail,,
300471,厚普股份,178267850,2432452,,2026-07-29,SZSE,margin_detail,,
300474,景嘉微,1284428026,14563909,,2026-07-29,SZSE,margin_detail,,
300475,香农芯创,4709970439,364986193,,2026-07-29,SZSE,margin_detail,,
300476,胜宏科技,17676476319,681559545,,2026-07-29,SZSE,margin_detail,,
300479,神思电子,195660986,5382846,,2026-07-29,SZSE,margin_detail,,
300481,濮阳惠成,314383683,12622227,,2026-07-29,SZSE,margin_detail,,
300482,万孚生物,356850056,7557882,,2026-07-29,SZSE,margin_detail,,
300484,蓝海华腾,189256096,2705521,,2026-07-29,SZSE,margin_detail,,
300487,蓝晓科技,361126142,23964646,,2026-07-29,SZSE,margin_detail,,
300492,华图山鼎,175672033,3697692,,2026-07-29,SZSE,margin_detail,,
300493,润欣科技,444103618,7727874,,2026-07-29,SZSE,margin_detail,,
300496,中科创达,1790329912,39445385,,2026-07-29,SZSE,margin_detail,,
300497,富祥股份,522264928,62126772,,2026-07-29,SZSE,margin_detail,,
300498,温氏股份,832790092,37420973,,2026-07-29,SZSE,margin_detail,,
300499,高澜股份,822349526,32644896,,2026-07-29,SZSE,margin_detail,,
300502,新易盛,24201335255,3056673175,,2026-07-29,SZSE,margin_detail,,
300503,昊志机电,831363586,60680941,,2026-07-29,SZSE,margin_detail,,
300505,川金诺,354936266,15736134,,2026-07-29,SZSE,margin_detail,,
300507,苏奥传感,444184653,2076794,,2026-07-29,SZSE,margin_detail,,
300518,新迅达,333843274,18941475,,2026-07-29,SZSE,margin_detail,,
300520,科大国创,584169035,22673616,,2026-07-29,SZSE,margin_detail,,
300525,博思软件,487474109,8112640,,2026-07-29,SZSE,margin_detail,,
300529,健帆生物,526598038,9056372,,2026-07-29,SZSE,margin_detail,,
300548,长芯博创,2257976174,220509831,,2026-07-29,SZSE,margin_detail,,
300558,贝达药业,700602614,58956277,,2026-07-29,SZSE,margin_detail,,
300563,神宇股份,228711512,6625443,,2026-07-29,SZSE,margin_detail,,
300566,激智科技,526453252,51655915,,2026-07-29,SZSE,margin_detail,,
300567,精测电子,833376212,158059375,,2026-07-29,SZSE,margin_detail,,
300568,星源材质,911173065,53082181,,2026-07-29,SZSE,margin_detail,,
300569,天能重工,337379986,3363691,,2026-07-29,SZSE,margin_detail,,
300570,太辰光,1319129719,122933395,,2026-07-29,SZSE,margin_detail,,
300573,兴齐眼药,926200831,8427337,,2026-07-29,SZSE,margin_detail,,
300576,容大感光,513229676,81364660,,2026-07-29,SZSE,margin_detail,,
300579,数字认证,163151453,7014888,,2026-07-29,SZSE,margin_detail,,
300581,晨曦航空,124492486,11299636,,2026-07-29,SZSE,margin_detail,,
300586,美联新材,387380962,15648679,,2026-07-29,SZSE,margin_detail,,
300587,天铁科技,343047899,12841034,,2026-07-29,SZSE,margin_detail,,
300589,江龙船艇,180548667,27258508,,2026-07-29,SZSE,margin_detail,,
300593,新雷能,486984174,47375283,,2026-07-29,SZSE,margin_detail,,
300595,欧普康视,483925229,8341959,,2026-07-29,SZSE,margin_detail,,
300596,利安隆,234571486,20449226,,2026-07-29,SZSE,margin_detail,,
300598,诚迈科技,390547975,5722439,,2026-07-29,SZSE,margin_detail,,
300601,康泰生物,624288960,10708386,,2026-07-29,SZSE,margin_detail,,
300602,飞荣达,664423365,48901794,,2026-07-29,SZSE,margin_detail,,
300604,长川科技,3241509030,560057786,,2026-07-29,SZSE,margin_detail,,
300607,拓斯达,505531500,61421120,,2026-07-29,SZSE,margin_detail,,
300612,宣亚国际,140747893,8920590,,2026-07-29,SZSE,margin_detail,,
300613,富瀚微,571413570,52165822,,2026-07-29,SZSE,margin_detail,,
300614,百川畅银,43525689,1640691,,2026-07-29,SZSE,margin_detail,,
300618,寒锐钴业,688365012,8026643,,2026-07-29,SZSE,margin_detail,,
300620,光库科技,1473491413,118522435,,2026-07-29,SZSE,margin_detail,,
300623,捷捷微电,898189740,27093442,,2026-07-29,SZSE,margin_detail,,
300624,万兴科技,538819009,17952789,,2026-07-29,SZSE,margin_detail,,
300627,华测导航,646206073,22496437,,2026-07-29,SZSE,margin_detail,,
300628,亿联网络,355696378,27281840,,2026-07-29,SZSE,margin_detail,,
300629,新劲刚,506095046,8289467,,2026-07-29,SZSE,margin_detail,,
300633,开立医疗,168362074,5028119,,2026-07-29,SZSE,margin_detail,,
300634,彩讯股份,582971053,7578448,,2026-07-29,SZSE,margin_detail,,
300638,广和通,832758623,44527540,,2026-07-29,SZSE,margin_detail,,
300639,凯普生物,83274611,16687334,,2026-07-29,SZSE,margin_detail,,
300641,正丹股份,315214087,6143920,,2026-07-29,SZSE,margin_detail,,
300648,星云股份,707171087,3100683,,2026-07-29,SZSE,margin_detail,,
300653,正海生物,131666998,2243061,,2026-07-29,SZSE,margin_detail,,
300655,晶瑞电材,860396252,118538455,,2026-07-29,SZSE,margin_detail,,
300657,弘信电子,1620652309,52477699,,2026-07-29,SZSE,margin_detail,,
300660,江苏雷利,512158122,15252204,,2026-07-29,SZSE,margin_detail,,
300661,圣邦股份,490138985,58492566,,2026-07-29,SZSE,margin_detail,,
300663,科蓝软件,360270291,88890075,,2026-07-29,SZSE,margin_detail,,
300666,江丰电子,1781818062,316627755,,2026-07-29,SZSE,margin_detail,,
300671,富满微,479125240,52047523,,2026-07-29,SZSE,margin_detail,,
300672,国科微,2729325339,104424722,,2026-07-29,SZSE,margin_detail,,
300674,宇信科技,815410504,20167393,,2026-07-29,SZSE,margin_detail,,
300676,华大基因,813045707,14749836,,2026-07-29,SZSE,margin_detail,,
300677,英科医疗,366012381,26422201,,2026-07-29,SZSE,margin_detail,,
300678,中科信息,298163828,36561747,,2026-07-29,SZSE,margin_detail,,
300679,电连技术,1635435101,70315046,,2026-07-29,SZSE,margin_detail,,
300681,英搏尔,430654202,15299898,,2026-07-29,SZSE,margin_detail,,
300682,朗新科技,633073742,11183614,,2026-07-29,SZSE,margin_detail,,
300684,中石科技,288217971,72350820,,2026-07-29,SZSE,margin_detail,,
300685,艾德生物,277755717,5270121,,2026-07-29,SZSE,margin_detail,,
300687,赛意信息,452295458,22675816,,2026-07-29,SZSE,margin_detail,,
300690,双一科技,177554642,4815967,,2026-07-29,SZSE,margin_detail,,
300691,联合光电,169360641,6981097,,2026-07-29,SZSE,margin_detail,,
300693,盛弘股份,414811424,20928933,,2026-07-29,SZSE,margin_detail,,
300696,爱乐达,301784532,3381199,,2026-07-29,SZSE,margin_detail,,
300699,光威复材,1005771956,13667564,,2026-07-29,SZSE,margin_detail,,
300700,岱勒新材,418975399,15275352,,2026-07-29,SZSE,margin_detail,,
300709,精研科技,573254907,36005630,,2026-07-29,SZSE,margin_detail,,
300712,永福股份,203716363,1061715,,2026-07-29,SZSE,margin_detail,,
300718,长盛轴承,609525474,35205722,,2026-07-29,SZSE,margin_detail,,
300720,海川智能,181448392,63650246,,2026-07-29,SZSE,margin_detail,,
300722,新余国科,146880159,6313180,,2026-07-29,SZSE,margin_detail,,
300723,一品红,457339167,16686950,,2026-07-29,SZSE,margin_detail,,
300724,捷佳伟创,2064745352,29387456,,2026-07-29,SZSE,margin_detail,,
300725,药石科技,632021564,54496314,,2026-07-29,SZSE,margin_detail,,
300726,宏达电子,568120653,41280788,,2026-07-29,SZSE,margin_detail,,
300735,光弘科技,960338996,22432778,,2026-07-29,SZSE,margin_detail,,
300737,科顺股份,265570688,6137277,,2026-07-29,SZSE,margin_detail,,
300738,奥飞数据,1358265866,93758203,,2026-07-29,SZSE,margin_detail,,
300739,明阳电路,442376476,12494370,,2026-07-29,SZSE,margin_detail,,
300740,水羊股份,505865875,81904952,,2026-07-29,SZSE,margin_detail,,
300741,华宝股份,99528865,2844969,,2026-07-29,SZSE,margin_detail,,
300745,欣锐科技,324637113,13310393,,2026-07-29,SZSE,margin_detail,,
300747,锐科激光,829006351,45198583,,2026-07-29,SZSE,margin_detail,,
300748,金力永磁,1224013739,25478152,,2026-07-29,SZSE,margin_detail,,
300750,宁德时代,22391915711,874935799,,2026-07-29,SZSE,margin_detail,new_energy,新能源
300751,迈为股份,1070671379,48566164,,2026-07-29,SZSE,margin_detail,,
300755,华致酒行,101026933,2663036,,2026-07-29,SZSE,margin_detail,,
300757,罗博特科,4708256573,255766691,,2026-07-29,SZSE,margin_detail,,
300759,康龙化成,859542945,133068695,,2026-07-29,SZSE,margin_detail,,
300760,迈瑞医疗,5719134912,82112141,,2026-07-29,SZSE,margin_detail,healthcare,医药医疗
300761,立华股份,190556251,5143854,,2026-07-29,SZSE,margin_detail,,
300762,上海瀚讯,1649613689,51472587,,2026-07-29,SZSE,margin_detail,,
300763,锦浪科技,801701067,52457643,,2026-07-29,SZSE,margin_detail,,
300765,石药创新,490504675,76057175,,2026-07-29,SZSE,margin_detail,,
300766,每日互动,661119919,35786153,,2026-07-29,SZSE,margin_detail,,
300767,震安科技,218764705,5517704,,2026-07-29,SZSE,margin_detail,,
300768,迪普科技,310884407,19143278,,2026-07-29,SZSE,margin_detail,,
300769,德方纳米,934055179,53881039,,2026-07-29,SZSE,margin_detail,,
300770,新媒股份,320223320,3606570,,2026-07-29,SZSE,margin_detail,,
300772,运达股份,389441328,15771562,,2026-07-29,SZSE,margin_detail,,
300773,拉卡拉,1020276974,40446258,,2026-07-29,SZSE,margin_detail,,
300774,倍杰特,80654640,3619046,,2026-07-29,SZSE,margin_detail,,
300775,三角防务,856810096,12101153,,2026-07-29,SZSE,margin_detail,,
300776,帝尔激光,772600638,72328376,,2026-07-29,SZSE,margin_detail,,
300777,中简科技,1037127577,9718555,,2026-07-29,SZSE,margin_detail,,
300779,惠城环保,1445240638,148153079,,2026-07-29,SZSE,margin_detail,,
300781,因赛集团,154231892,6764732,,2026-07-29,SZSE,margin_detail,,
300782,卓胜微,1920569264,44041622,,2026-07-29,SZSE,margin_detail,,
300784,利安科技,60530543,2143791,,2026-07-29,SZSE,margin_detail,,
300790,宇瞳光学,78151178,21158526,,2026-07-29,SZSE,margin_detail,,
300803,指南针,3447760898,69840036,,2026-07-29,SZSE,margin_detail,,
300804,广康生化,67187491,10881506,,2026-07-29,SZSE,margin_detail,,
300806,斯迪克,376407716,80774192,,2026-07-29,SZSE,margin_detail,,
300811,铂科新材,1111692658,59042009,,2026-07-29,SZSE,margin_detail,,
300814,中富电路,460264958,64710444,,2026-07-29,SZSE,margin_detail,,
300820,英杰电气,159939852,19891026,,2026-07-29,SZSE,margin_detail,,
300821,东岳硅材,528827747,70340958,,2026-07-29,SZSE,margin_detail,,
300825,阿尔特,494967511,63222668,,2026-07-29,SZSE,margin_detail,,
300827,上能电气,567542379,18505378,,2026-07-29,SZSE,margin_detail,,
300832,新产业,876042181,8112621,,2026-07-29,SZSE,margin_detail,,
300834,星辉环材,246204996,4703969,,2026-07-29,SZSE,margin_detail,,
300835,龙磁科技,224881501,22428563,,2026-07-29,SZSE,margin_detail,,
300841,康华生物,653810203,3541141,,2026-07-29,SZSE,margin_detail,,
300842,帝科股份,667068530,12293322,,2026-07-29,SZSE,margin_detail,,
300843,胜蓝股份,177310914,66225120,,2026-07-29,SZSE,margin_detail,,
300844,山水比德,70967808,777572,,2026-07-29,SZSE,margin_detail,,
300846,首都在线,784609969,26947455,,2026-07-29,SZSE,margin_detail,,
300850,新强联,509572226,68776677,,2026-07-29,SZSE,margin_detail,,
300854,中兰环保,92295058,6568188,,2026-07-29,SZSE,margin_detail,,
300855,图南股份,250694084,8564890,,2026-07-29,SZSE,margin_detail,,
300856,科思股份,134142971,2343021,,2026-07-29,SZSE,margin_detail,,
300857,协创数据,7354877620,580160034,,2026-07-29,SZSE,margin_detail,,
300860,锋尚文化,232794502,6083660,,2026-07-29,SZSE,margin_detail,,
300861,美畅股份,345605071,16653540,,2026-07-29,SZSE,margin_detail,,
300862,蓝盾光电,275003932,0,,2026-07-29,SZSE,margin_detail,,
300863,卡倍亿,423528628,19351846,,2026-07-29,SZSE,margin_detail,,
300864,南大环境,85393808,1631776,,2026-07-29,SZSE,margin_detail,,
300865,大宏立,46825297,3034719,,2026-07-29,SZSE,margin_detail,,
300866,安克创新,274679115,23756028,,2026-07-29,SZSE,margin_detail,,
300867,圣元环保,300230052,4925379,,2026-07-29,SZSE,margin_detail,,
300868,杰美特,364847597,23682752,,2026-07-29,SZSE,margin_detail,,
300869,康泰医学,122729184,2091125,,2026-07-29,SZSE,margin_detail,,
300870,欧陆通,892630640,76610743,,2026-07-29,SZSE,margin_detail,,
300871,回盛生物,198999412,8018136,,2026-07-29,SZSE,margin_detail,,
300872,天阳科技,740305663,6057429,,2026-07-29,SZSE,margin_detail,,
300873,海晨股份,135667744,16636592,,2026-07-29,SZSE,margin_detail,,
300875,捷强装备,95519842,22943765,,2026-07-29,SZSE,margin_detail,,
300876,蒙泰高新,80631121,1660735,,2026-07-29,SZSE,margin_detail,,
300877,金春股份,97885834,2289567,,2026-07-29,SZSE,margin_detail,,
300878,维康药业,68435107,6929595,,2026-07-29,SZSE,margin_detail,,
300879,大叶股份,176406740,3281343,,2026-07-29,SZSE,margin_detail,,
300880,迦南智能,154593819,4427910,,2026-07-29,SZSE,margin_detail,,
300881,盛德鑫泰,99503682,2831353,,2026-07-29,SZSE,margin_detail,,
300882,万胜智能,100439452,2852099,,2026-07-29,SZSE,margin_detail,,
300883,龙利得,153059707,3141073,,2026-07-29,SZSE,margin_detail,,
300884,狄耐克,126579927,7179975,,2026-07-29,SZSE,margin_detail,,
300885,海昌新材,176707519,5873364,,2026-07-29,SZSE,margin_detail,,
300886,华业香料,85813901,2511056,,2026-07-29,SZSE,margin_detail,,
300887,谱尼测试,93368064,12831499,,2026-07-29,SZSE,margin_detail,,
300888,稳健医疗,345332983,8605497,,2026-07-29,SZSE,margin_detail,,
300889,爱克股份,203976342,5334257,,2026-07-29,SZSE,margin_detail,,
300890,翔丰华,349584270,8330257,,2026-07-29,SZSE,margin_detail,,
300891,惠云钛业,113345644,5952383,,2026-07-29,SZSE,margin_detail,,
300892,品渥食品,43184427,11242982,,2026-07-29,SZSE,margin_detail,,
300893,松原安全,82457314,1877900,,2026-07-29,SZSE,margin_detail,,
300894,火星人,137781148,4232951,,2026-07-29,SZSE,margin_detail,,
300895,铜牛信息,318918231,17824958,,2026-07-29,SZSE,margin_detail,,
300896,爱美客,1011358484,76362986,,2026-07-29,SZSE,margin_detail,,
300897,山科智能,74136728,12077505,,2026-07-29,SZSE,margin_detail,,
300898,熊猫乳品,106435896,7270216,,2026-07-29,SZSE,margin_detail,,
300899,上海凯鑫,21901163,955509,,2026-07-29,SZSE,margin_detail,,
300900,广联航空,459690002,16482721,,2026-07-29,SZSE,margin_detail,,
300901,中胤时尚,117827294,13112869,,2026-07-29,SZSE,margin_detail,,
300902,国安达,95691397,6738126,,2026-07-29,SZSE,margin_detail,,
300903,科翔股份,3192170691,107235616,,2026-07-29,SZSE,margin_detail,,
300904,威力传动,50917139,3161480,,2026-07-29,SZSE,margin_detail,,
300905,宝丽迪,294414975,19784708,,2026-07-29,SZSE,margin_detail,,
300906,日月明,84424492,9358256,,2026-07-29,SZSE,margin_detail,,
300907,康平科技,107127385,6093700,,2026-07-29,SZSE,margin_detail,,
300908,仲景食品,88652949,8326517,,2026-07-29,SZSE,margin_detail,,
300909,汇创达,479314714,8086903,,2026-07-29,SZSE,margin_detail,,
300910,瑞丰新材,241930563,6703156,,2026-07-29,SZSE,margin_detail,,
300911,亿田智能,186258704,16798094,,2026-07-29,SZSE,margin_detail,,
300912,凯龙高科,128233952,11558759,,2026-07-29,SZSE,margin_detail,,
300913,兆龙互连,319910025,10778285,,2026-07-29,SZSE,margin_detail,,
300915,海融科技,120728911,3671122,,2026-07-29,SZSE,margin_detail,,
300916,朗特智能,128996254,4890788,,2026-07-29,SZSE,margin_detail,,
300917,特发服务,220280001,13412350,,2026-07-29,SZSE,margin_detail,,
300918,南山智尚,229895938,4038368,,2026-07-29,SZSE,margin_detail,,
300919,中伟新材,962664550,32809906,,2026-07-29,SZSE,margin_detail,,
300920,润阳科技,153734796,3256811,,2026-07-29,SZSE,margin_detail,,
300921,南凌科技,107681684,6584887,,2026-07-29,SZSE,margin_detail,,
300922,天秦装备,154270483,10013842,,2026-07-29,SZSE,margin_detail,,
300923,研奥股份,41474954,1514930,,2026-07-29,SZSE,margin_detail,,
300925,法本信息,473668386,9324225,,2026-07-29,SZSE,margin_detail,,
300926,博俊科技,188291146,4035744,,2026-07-29,SZSE,margin_detail,,
300927,江天化学,98215362,4527275,,2026-07-29,SZSE,margin_detail,,
300928,华安鑫创,178439261,2368390,,2026-07-29,SZSE,margin_detail,,
300929,华骐环保,46492517,5449900,,2026-07-29,SZSE,margin_detail,,
300930,屹通新材,41724976,2666734,,2026-07-29,SZSE,margin_detail,,
300931,通用电梯,280165170,3537487,,2026-07-29,SZSE,margin_detail,,
300932,三友联众,172995057,7523886,,2026-07-29,SZSE,margin_detail,,
300933,中辰股份,195903060,5102773,,2026-07-29,SZSE,margin_detail,,
300935,盈建科,104587937,11987197,,2026-07-29,SZSE,margin_detail,,
300936,中英科技,246499412,18470113,,2026-07-29,SZSE,margin_detail,,
300937,药易购,129034604,44466222,,2026-07-29,SZSE,margin_detail,,
300938,信测标准,855013993,33473656,,2026-07-29,SZSE,margin_detail,,
300939,秋田微,321937134,18385632,,2026-07-29,SZSE,margin_detail,,
300940,南极光,198498741,13724030,,2026-07-29,SZSE,margin_detail,,
300941,创识科技,141757732,3069956,,2026-07-29,SZSE,margin_detail,,
300942,易瑞生物,71769363,2396105,,2026-07-29,SZSE,margin_detail,,
300943,春晖智控,369621547,17110749,,2026-07-29,SZSE,margin_detail,,
300945,曼卡龙,111913981,6116944,,2026-07-29,SZSE,margin_detail,,
300946,恒而达,154800982,22187641,,2026-07-29,SZSE,margin_detail,,
300947,德必集团,61643337,1519140,,2026-07-29,SZSE,margin_detail,,
300948,冠中生态,175925840,3360658,,2026-07-29,SZSE,margin_detail,,
300949,奥雅股份,34364571,1981574,,2026-07-29,SZSE,margin_detail,,
300950,德固特,82802830,2452193,,2026-07-29,SZSE,margin_detail,,
